target_word,target_group,attribute_word,attribute_group,cosine_similarity
chip,X,miracle,A,0.14721407
chip,X,sunrise,A,0.03539153
chip,X,family,A,0.025966354
chip,X,happy,A,0.029002754
chip,X,laughter,A,-0.052169062
chip,X,paradise,A,0.06863504
chip,X,vacation,A,-0.006719662
chip,X,abuse,B,0.06633323
chip,X,crash,B,0.06747003
chip,X,filth,B,-0.013640317
chip,X,murder,B,0.0015590452
chip,X,sickness,B,-0.050478105
chip,X,accident,B,0.006914015
chip,X,death,B,-0.055315252
chip,X,grief,B,0.003601502
chip,X,poison,B,-0.0133868335
chip,X,stink,B,0.07078586
chip,X,assault,B,0.07772877
chip,X,disaster,B,0.005271845
chip,X,hatred,B,-0.0015127043
chip,X,pollute,B,0.05778638
chip,X,tragedy,B,-0.0781567
chip,X,divorce,B,0.0048081344
chip,X,jail,B,0.0933
chip,X,poverty,B,-0.03434718
chip,X,ugly,B,0.12558848
chip,X,cancer,B,0.12234246
chip,X,kill,B,0.09865516
chip,X,rotten,B,0.09175074
chip,X,vomit,B,-0.03649991
chip,X,agony,B,0.06791439
chip,X,prison,B,0.0565675
harry,X,caress,A,0.15145114
harry,X,freedom,A,0.13091747
harry,X,health,A,-0.013118097
harry,X,love,A,0.17176376
harry,X,peace,A,0.09648249
harry,X,cheer,A,0.121196695
harry,X,friend,A,0.08160584
harry,X,heaven,A,0.12854524
harry,X,loyal,A,0.110128134
harry,X,pleasure,A,0.06378247
harry,X,diamond,A,0.103273265
harry,X,gentle,A,0.053161584
harry,X,honest,A,0.1934668
harry,X,lucky,A,0.0498437
harry,X,rainbow,A,0.12758142
harry,X,diploma,A,0.013518255
harry,X,gift,A,-0.009672662
harry,X,honor,A,-0.004563288
harry,X,miracle,A,0.08592182
harry,X,sunrise,A,0.12527575
harry,X,family,A,-0.05251825
harry,X,happy,A,0.12011348
harry,X,laughter,A,0.014016281
harry,X,paradise,A,0.14143388
harry,X,vacation,A,0.06823097
harry,X,abuse,B,0.064430915
harry,X,crash,B,-0.029658081
harry,X,filth,B,0.08142692
harry,X,murder,B,0.03161018
harry,X,sickness,B,0.11205896
harry,X,accident,B,-0.03641623
harry,X,death,B,0.035276785
harry,X,grief,B,-0.011598294
harry,X,poison,B,0.070464686
harry,X,stink,B,0.15770563
harry,X,assault,B,0.041156635
harry,X,disaster,B,-0.036794476
harry,X,hatred,B,0.053524632
harry,X,pollute,B,0.14580509
harry,X,tragedy,B,-0.06839137
harry,X,divorce,B,0.07403602
harry,X,jail,B,0.050592817
harry,X,poverty,B,-0.009189626
harry,X,ugly,B,0.1263813
harry,X,cancer,B,-0.0038459017
harry,X,kill,B,0.24073611
harry,X,rotten,B,0.16060969
harry,X,vomit,B,0.0945077
harry,X,agony,B,0.07115166
harry,X,prison,B,0.007347197
josh,X,caress,A,0.15521109
josh,X,freedom,A,0.14920443
josh,X,health,A,0.04978275
josh,X,love,A,0.24320273
josh,X,peace,A,0.16572088
josh,X,cheer,A,0.1843725
josh,X,friend,A,0.17907156
josh,X,heaven,A,0.1899454
josh,X,loyal,A,0.009316051
josh,X,pleasure,A,0.10378741
josh,X,diamond,A,0.066762574
josh,X,gentle,A,0.104589194
josh,X,honest,A,0.17592563
josh,X,lucky,A,0.1256814
josh,X,rainbow,A,0.13609342
josh,X,diploma,A,0.05206088
josh,X,gift,A,0.056220725
josh,X,honor,A,0.058147196
josh,X,miracle,A,0.09523917
josh,X,sunrise,A,0.12016198
josh,X,family,A,0.05648165
josh,X,happy,A,0.18420868
josh,X,laughter,A,0.18433751
josh,X,paradise,A,0.09571299
josh,X,vacation,A,0.0058305888
josh,X,abuse,B,0.013974004
josh,X,crash,B,0.06436458
josh,X,filth,B,0.14918591
josh,X,murder,B,0.04881524
josh,X,sickness,B,0.087453336
josh,X,accident,B,0.038502622
josh,X,death,B,0.07943345
josh,X,grief,B,0.14394917
josh,X,poison,B,0.060823448
josh,X,stink,B,0.13962947
josh,X,assault,B,0.07239887
josh,X,disaster,B,-0.017506292
josh,X,hatred,B,0.18091296
josh,X,pollute,B,0.06259921
josh,X,tragedy,B,0.048060566
josh,X,divorce,B,0.054771047
josh,X,jail,B,0.043134596
josh,X,poverty,B,0.060156252
josh,X,ugly,B,0.0629321
josh,X,cancer,B,0.03990993
josh,X,kill,B,0.09125249
josh,X,rotten,B,0.047814567
josh,X,vomit,B,0.18326837
josh,X,agony,B,0.0874723
josh,X,prison,B,-0.013160395
roger,X,caress,A,0.21070777
roger,X,freedom,A,0.054839678
roger,X,health,A,0.017659172
roger,X,love,A,0.20393577
roger,X,peace,A,0.037023887
roger,X,cheer,A,0.060819235
roger,X,friend,A,0.1523002
roger,X,heaven,A,0.19058515
roger,X,loyal,A,-0.011427638
roger,X,pleasure,A,0.13969947
roger,X,diamond,A,0.09060331
roger,X,gentle,A,0.1687612
roger,X,honest,A,0.1406478
roger,X,lucky,A,0.16566832
roger,X,rainbow,A,0.15375598
roger,X,diploma,A,0.02937302
roger,X,gift,A,0.020889206
roger,X,honor,A,0.028659273
roger,X,miracle,A,0.07562185
roger,X,sunrise,A,0.13149375
roger,X,family,A,-0.07523731
roger,X,happy,A,0.081252344
roger,X,laughter,A,0.15530859
roger,X,paradise,A,0.043763198
roger,X,vacation,A,-0.019139389
roger,X,abuse,B,0.07368826
roger,X,crash,B,0.18517877
roger,X,filth,B,0.13548683
roger,X,murder,B,0.04974188
roger,X,sickness,B,0.12244505
roger,X,accident,B,0.1309769
roger,X,death,B,0.065431766
roger,X,grief,B,0.031086145
roger,X,poison,B,0.051467672
roger,X,stink,B,0.2013011
roger,X,assault,B,0.07191803
roger,X,disaster,B,0.009467926
roger,X,hatred,B,0.08230718
roger,X,pollute,B,0.10086306
roger,X,tragedy,B,0.035801224
roger,X,divorce,B,0.04213258
roger,X,jail,B,0.103875145
roger,X,poverty,B,-0.033629116
roger,X,ugly,B,0.119344085
roger,X,cancer,B,-0.020725885
roger,X,kill,B,0.118156865
roger,X,rotten,B,0.112673044
roger,X,vomit,B,0.19613627
roger,X,agony,B,0.089485586
roger,X,prison,B,0.07679444
alan,X,caress,A,0.110738665
alan,X,freedom,A,0.103368275
alan,X,health,A,0.013757204
alan,X,love,A,0.10063317
alan,X,peace,A,0.038170855
alan,X,cheer,A,0.03618015
alan,X,friend,A,0.12773217
alan,X,heaven,A,0.18509878
alan,X,loyal,A,0.020037858
alan,X,pleasure,A,-0.034823596
alan,X,diamond,A,0.062761426
alan,X,gentle,A,0.005686587
alan,X,honest,A,0.09946565
alan,X,lucky,A,0.12058057
alan,X,rainbow,A,0.16325237
alan,X,diploma,A,0.025601739
alan,X,gift,A,0.028153274
alan,X,honor,A,-0.06272086
alan,X,miracle,A,0.0696606
alan,X,sunrise,A,0.0353912
alan,X,family,A,-0.012647833
alan,X,happy,A,0.067946784
alan,X,laughter,A,0.039186116
alan,X,paradise,A,0.16916963
alan,X,vacation,A,-0.015056555
alan,X,abuse,B,0.0801399
alan,X,crash,B,0.09329006
alan,X,filth,B,0.14483526
alan,X,murder,B,0.052354947
alan,X,sickness,B,0.10456946
alan,X,accident,B,0.07965824
alan,X,death,B,0.05757445
alan,X,grief,B,0.0042608385
alan,X,poison,B,0.049795978
alan,X,stink,B,0.15828712
alan,X,assault,B,0.012086401
alan,X,disaster,B,0.10222733
alan,X,hatred,B,0.10800618
alan,X,pollute,B,0.12170512
alan,X,tragedy,B,0.08657626
alan,X,divorce,B,0.09092688
alan,X,jail,B,0.07894194
alan,X,poverty,B,0.0063665253
alan,X,ugly,B,0.113640286
alan,X,cancer,B,0.044045772
alan,X,kill,B,0.027063379
alan,X,rotten,B,0.15633747
alan,X,vomit,B,0.13808629
alan,X,agony,B,0.01330552
alan,X,prison,B,0.053054195
frank,X,caress,A,0.080382325
frank,X,freedom,A,0.17290315
frank,X,health,A,0.13435
frank,X,love,A,0.16198438
frank,X,peace,A,0.14686187
frank,X,cheer,A,0.039005823
frank,X,friend,A,0.15688285
frank,X,heaven,A,0.0622367
frank,X,loyal,A,0.16278265
frank,X,pleasure,A,0.12111507
frank,X,diamond,A,0.026305271
frank,X,gentle,A,0.28353575
frank,X,honest,A,0.65418464
frank,X,lucky,A,0.12933284
frank,X,rainbow,A,0.020929394
frank,X,diploma,A,0.051403828
frank,X,gift,A,0.069359966
frank,X,honor,A,0.03356312
frank,X,miracle,A,0.032599166
frank,X,sunrise,A,-0.020906702
frank,X,family,A,0.057030663
frank,X,happy,A,0.27898273
frank,X,laughter,A,0.21471602
frank,X,paradise,A,0.024540735
frank,X,vacation,A,0.0027688523
frank,X,abuse,B,0.1655487
frank,X,crash,B,0.00414397
frank,X,filth,B,0.13241464
frank,X,murder,B,0.05588119
frank,X,sickness,B,0.030185513
frank,X,accident,B,0.01359282
frank,X,death,B,0.031018617
frank,X,grief,B,0.078555115
frank,X,poison,B,0.034177758
frank,X,stink,B,0.13708393
frank,X,assault,B,0.05609127
frank,X,disaster,B,0.002364674
frank,X,hatred,B,0.110189825
frank,X,pollute,B,0.027487325
frank,X,tragedy,B,0.050826456
frank,X,divorce,B,0.09959475
frank,X,jail,B,0.04122104
frank,X,poverty,B,0.10334349
frank,X,ugly,B,0.18954715
frank,X,cancer,B,0.05702575
frank,X,kill,B,0.026029356
frank,X,rotten,B,0.08838525
frank,X,vomit,B,0.13964695
frank,X,agony,B,0.09020897
frank,X,prison,B,0.09594521
ian,X,caress,A,0.1669551
ian,X,freedom,A,0.096622
ian,X,health,A,0.07220268
ian,X,love,A,0.12087769
ian,X,peace,A,0.06239757
ian,X,cheer,A,-0.025076982
ian,X,friend,A,0.09678607
ian,X,heaven,A,0.15799959
ian,X,loyal,A,0.049982715
ian,X,pleasure,A,0.114901215
ian,X,diamond,A,0.039593946
ian,X,gentle,A,0.18805945
ian,X,honest,A,0.16147396
ian,X,lucky,A,0.008707288
ian,X,rainbow,A,0.114264056
ian,X,diploma,A,0.011050485
ian,X,gift,A,-0.035417426
ian,X,honor,A,-0.0008048569
ian,X,miracle,A,0.16843389
ian,X,sunrise,A,0.047508486
ian,X,family,A,-0.019989049
ian,X,happy,A,0.085518055
ian,X,laughter,A,0.12329916
ian,X,paradise,A,0.13778421
ian,X,vacation,A,0.004410999
ian,X,abuse,B,-0.04077652
ian,X,crash,B,-0.009621239
ian,X,filth,B,0.12631655
ian,X,murder,B,0.07686624
ian,X,sickness,B,0.098644264
ian,X,accident,B,0.019585883
ian,X,death,B,0.06484011
ian,X,grief,B,0.025791094
ian,X,poison,B,0.047066562
ian,X,stink,B,0.13084722
ian,X,assault,B,0.043928634
ian,X,disaster,B,0.10744395
ian,X,hatred,B,0.08246279
ian,X,pollute,B,0.08206976
ian,X,tragedy,B,0.079209924
ian,X,divorce,B,0.022031082
ian,X,jail,B,0.068018086
ian,X,poverty,B,0.023008024
ian,X,ugly,B,0.085680574
ian,X,cancer,B,-0.007916693
ian,X,kill,B,0.031139867
ian,X,rotten,B,0.11045992
ian,X,vomit,B,0.14438342
ian,X,agony,B,0.06857316
ian,X,prison,B,0.101272784
justin,X,caress,A,0.2347914
justin,X,freedom,A,0.032576036
justin,X,health,A,0.058388826
justin,X,love,A,0.29396564
justin,X,peace,A,0.084215686
justin,X,cheer,A,0.09532753
justin,X,friend,A,0.24051556
justin,X,heaven,A,0.21056412
justin,X,loyal,A,0.0775509
justin,X,pleasure,A,0.08873518
justin,X,diamond,A,0.05471888
justin,X,gentle,A,0.0716228
justin,X,honest,A,0.17339218
justin,X,lucky,A,0.17322116
justin,X,rainbow,A,0.16723558
justin,X,diploma,A,0.081671976
justin,X,gift,A,0.0563832
justin,X,honor,A,0.019432941
justin,X,miracle,A,0.08720483
justin,X,sunrise,A,0.090844914
justin,X,family,A,0.07035192
justin,X,happy,A,0.14773445
justin,X,laughter,A,0.112851515
justin,X,paradise,A,0.12989452
justin,X,vacation,A,0.033093385
justin,X,abuse,B,0.14982499
justin,X,crash,B,0.04554984
justin,X,filth,B,0.16438708
justin,X,murder,B,0.05615752
justin,X,sickness,B,0.13239454
justin,X,accident,B,0.08118877
justin,X,death,B,0.09564136
justin,X,grief,B,0.11618614
justin,X,poison,B,0.06638436
justin,X,stink,B,0.16411278
justin,X,assault,B,0.050654437
justin,X,disaster,B,0.010537592
justin,X,hatred,B,0.14194119
justin,X,pollute,B,0.10315597
justin,X,tragedy,B,0.044173602
justin,X,divorce,B,0.08958872
justin,X,jail,B,0.116415836
justin,X,poverty,B,0.025253892
justin,X,ugly,B,0.16542697
justin,X,cancer,B,0.04237509
justin,X,kill,B,0.17303275
justin,X,rotten,B,0.1547684
justin,X,vomit,B,0.21141163
justin,X,agony,B,0.10111453
justin,X,prison,B,0.080318175
ryan,X,caress,A,0.118642956
ryan,X,freedom,A,0.082715034
ryan,X,health,A,0.06666497
ryan,X,love,A,0.18933463
ryan,X,peace,A,0.077068955
ryan,X,cheer,A,0.03849281
ryan,X,friend,A,0.10340138
ryan,X,heaven,A,0.20310742
ryan,X,loyal,A,0.041686993
ryan,X,pleasure,A,0.0481941
ryan,X,diamond,A,0.0624689
ryan,X,gentle,A,0.028448027
ryan,X,honest,A,0.19483547
ryan,X,lucky,A,0.1351689
ryan,X,rainbow,A,0.1354004
ryan,X,diploma,A,-0.004307296
ryan,X,gift,A,0.036045928
ryan,X,honor,A,-0.037173808
ryan,X,miracle,A,0.0915094
ryan,X,sunrise,A,0.13635248
ryan,X,family,A,0.03345647
ryan,X,happy,A,0.084878765
ryan,X,laughter,A,0.02469054
ryan,X,paradise,A,0.12357554
ryan,X,vacation,A,-0.023928586
ryan,X,abuse,B,0.041679967
ryan,X,crash,B,0.11431929
ryan,X,filth,B,0.10505437
ryan,X,murder,B,0.027561072
ryan,X,sickness,B,0.12285789
ryan,X,accident,B,0.089415886
ryan,X,death,B,0.107733995
ryan,X,grief,B,0.009704676
ryan,X,poison,B,0.046413265
ryan,X,stink,B,0.23533176
ryan,X,assault,B,-0.0032840127
ryan,X,disaster,B,0.046087917
ryan,X,hatred,B,0.09159604
ryan,X,pollute,B,0.09281727
ryan,X,tragedy,B,0.012247602
ryan,X,divorce,B,0.07657098
ryan,X,jail,B,0.06815575
ryan,X,poverty,B,0.02062
ryan,X,ugly,B,0.16376442
ryan,X,cancer,B,0.063566856
ryan,X,kill,B,0.07883864
ryan,X,rotten,B,0.115133904
ryan,X,vomit,B,0.14872286
ryan,X,agony,B,0.012268019
ryan,X,prison,B,0.040354047
andrew,X,caress,A,0.13512264
andrew,X,freedom,A,0.11610308
andrew,X,health,A,0.04871136
andrew,X,love,A,0.18456122
andrew,X,peace,A,0.0972695
andrew,X,cheer,A,0.05259108
andrew,X,friend,A,0.10024118
andrew,X,heaven,A,0.20253068
andrew,X,loyal,A,-0.022115218
andrew,X,pleasure,A,0.115015864
andrew,X,diamond,A,0.06947179
andrew,X,gentle,A,0.10752561
andrew,X,honest,A,0.09790475
andrew,X,lucky,A,0.12780991
andrew,X,rainbow,A,0.13447805
andrew,X,diploma,A,0.052219782
andrew,X,gift,A,0.06607732
andrew,X,honor,A,0.021768384
andrew,X,miracle,A,0.09539282
andrew,X,sunrise,A,0.1069458
andrew,X,family,A,-0.020726355
andrew,X,happy,A,0.0875255
andrew,X,laughter,A,0.05945175
andrew,X,paradise,A,0.15155153
andrew,X,vacation,A,-0.0018484634
andrew,X,abuse,B,0.08481164
andrew,X,crash,B,0.10464845
andrew,X,filth,B,0.14542046
andrew,X,murder,B,-0.004932732
andrew,X,sickness,B,0.13950743
andrew,X,accident,B,0.088847585
andrew,X,death,B,0.028757544
andrew,X,grief,B,0.028600844
andrew,X,poison,B,0.01752572
andrew,X,stink,B,0.18461265
andrew,X,assault,B,0.010702749
andrew,X,disaster,B,0.04586943
andrew,X,hatred,B,0.12182146
andrew,X,pollute,B,0.1168604
andrew,X,tragedy,B,0.0063592237
andrew,X,divorce,B,0.061949015
andrew,X,jail,B,0.01774729
andrew,X,poverty,B,0.025720749
andrew,X,ugly,B,0.13165289
andrew,X,cancer,B,-0.0030826575
andrew,X,kill,B,0.061468456
andrew,X,rotten,B,0.16626544
andrew,X,vomit,B,0.15404898
andrew,X,agony,B,-0.0049992157
andrew,X,prison,B,-0.032797657
fred,X,caress,A,0.10716317
fred,X,freedom,A,0.04552496
fred,X,health,A,0.036479976
fred,X,love,A,0.11029619
fred,X,peace,A,0.09777052
fred,X,cheer,A,0.01926703
fred,X,friend,A,0.14727913
fred,X,heaven,A,0.18590128
fred,X,loyal,A,-0.006377024
fred,X,pleasure,A,0.029331531
fred,X,diamond,A,0.061703645
fred,X,gentle,A,0.068648346
fred,X,honest,A,0.1512572
fred,X,lucky,A,0.06234736
fred,X,rainbow,A,0.24170434
fred,X,diploma,A,-0.037383568
fred,X,gift,A,0.09916918
fred,X,honor,A,-0.0707206
fred,X,miracle,A,0.10554948
fred,X,sunrise,A,0.14658241
fred,X,family,A,0.02296875
fred,X,happy,A,0.07900743
fred,X,laughter,A,0.07626246
fred,X,paradise,A,0.16216709
fred,X,vacation,A,0.027482197
fred,X,abuse,B,0.017738715
fred,X,crash,B,0.014571965
fred,X,filth,B,0.08634839
fred,X,murder,B,0.009308552
fred,X,sickness,B,0.04930397
fred,X,accident,B,-0.031013748
fred,X,death,B,0.038526423
fred,X,grief,B,0.013433399
fred,X,poison,B,0.016628051
fred,X,stink,B,0.14222756
fred,X,assault,B,-0.016477553
fred,X,disaster,B,0.02238211
fred,X,hatred,B,0.0387549
fred,X,pollute,B,0.039817315
fred,X,tragedy,B,-0.061369877
fred,X,divorce,B,0.10536201
fred,X,jail,B,0.052108835
fred,X,poverty,B,-0.03593233
fred,X,ugly,B,0.044547025
fred,X,cancer,B,-0.012579825
fred,X,kill,B,0.086996704
fred,X,rotten,B,0.11879005
fred,X,vomit,B,0.065793276
fred,X,agony,B,0.016215766
fred,X,prison,B,0.04157387
jack,X,caress,A,0.14551991
jack,X,freedom,A,0.07101823
jack,X,health,A,-0.041774165
jack,X,love,A,0.18762046
jack,X,peace,A,0.068251885
jack,X,cheer,A,0.094167806
jack,X,friend,A,0.13340917
jack,X,heaven,A,0.1272954
jack,X,loyal,A,0.028126221
jack,X,pleasure,A,0.019113854
jack,X,diamond,A,0.20425677
jack,X,gentle,A,0.023511466
jack,X,honest,A,0.1182635
jack,X,lucky,A,0.19985236
jack,X,rainbow,A,0.13182107
jack,X,diploma,A,0.0864875
jack,X,gift,A,0.07392014
jack,X,honor,A,0.025067495
jack,X,miracle,A,0.10773558
jack,X,sunrise,A,-0.004526171
jack,X,family,A,0.04470455
jack,X,happy,A,0.05417906
jack,X,laughter,A,0.0311938
jack,X,paradise,A,0.10160546
jack,X,vacation,A,0.034557533
jack,X,abuse,B,-0.018594818
jack,X,crash,B,0.08897782
jack,X,filth,B,0.06450856
jack,X,murder,B,0.06338093
jack,X,sickness,B,-0.011694399
jack,X,accident,B,0.09349392
jack,X,death,B,0.06814831
jack,X,grief,B,0.012821785
jack,X,poison,B,0.07254132
jack,X,stink,B,0.1119806
jack,X,assault,B,0.05032169
jack,X,disaster,B,0.046810593
jack,X,hatred,B,-0.0016501938
jack,X,pollute,B,0.06391328
jack,X,tragedy,B,0.005472176
jack,X,divorce,B,0.025935045
jack,X,jail,B,0.09415614
jack,X,poverty,B,0.049633868
jack,X,ugly,B,0.10918393
jack,X,cancer,B,-0.038172673
jack,X,kill,B,0.16650876
jack,X,rotten,B,0.18165651
jack,X,vomit,B,0.06108714
jack,X,agony,B,0.012592453
jack,X,prison,B,0.09742994
matthew,X,caress,A,0.19570638
matthew,X,freedom,A,0.12476846
matthew,X,health,A,-0.0055993306
matthew,X,love,A,0.21704754
matthew,X,peace,A,0.14925583
matthew,X,cheer,A,0.054277193
matthew,X,friend,A,0.19393723
matthew,X,heaven,A,0.23733099
matthew,X,loyal,A,0.031675573
matthew,X,pleasure,A,0.1185668
matthew,X,diamond,A,0.06607136
matthew,X,gentle,A,0.11617576
matthew,X,honest,A,0.12480052
matthew,X,lucky,A,0.11859405
matthew,X,rainbow,A,0.19055721
matthew,X,diploma,A,-0.026335072
matthew,X,gift,A,0.07161763
matthew,X,honor,A,0.01811272
matthew,X,miracle,A,0.10676686
matthew,X,sunrise,A,0.10099858
matthew,X,family,A,0.07285746
matthew,X,happy,A,0.09732253
matthew,X,laughter,A,0.097701475
matthew,X,paradise,A,0.17669949
matthew,X,vacation,A,-0.0049149306
matthew,X,abuse,B,0.06552142
matthew,X,crash,B,0.025663448
matthew,X,filth,B,0.23010239
matthew,X,murder,B,0.053828917
matthew,X,sickness,B,0.15733215
matthew,X,accident,B,0.037977558
matthew,X,death,B,0.058618337
matthew,X,grief,B,0.10900816
matthew,X,poison,B,0.054029346
matthew,X,stink,B,0.111748114
matthew,X,assault,B,0.006432444
matthew,X,disaster,B,0.010511396
matthew,X,hatred,B,0.1739386
matthew,X,pollute,B,0.08841802
matthew,X,tragedy,B,0.06498238
matthew,X,divorce,B,0.102082156
matthew,X,jail,B,0.056113813
matthew,X,poverty,B,0.019765496
matthew,X,ugly,B,0.08649144
matthew,X,cancer,B,0.004182207
matthew,X,kill,B,0.078189254
matthew,X,rotten,B,0.11896599
matthew,X,vomit,B,0.16384147
matthew,X,agony,B,0.12960477
matthew,X,prison,B,0.037169915
stephen,X,caress,A,0.09670413
stephen,X,freedom,A,0.06606682
stephen,X,health,A,0.07299968
stephen,X,love,A,0.14710484
stephen,X,peace,A,0.10411162
stephen,X,cheer,A,-0.039155375
stephen,X,friend,A,0.09988873
stephen,X,heaven,A,0.21549524
stephen,X,loyal,A,0.018779216
stephen,X,pleasure,A,0.031727068
stephen,X,diamond,A,0.074835636
stephen,X,gentle,A,0.112075515
stephen,X,honest,A,0.11411524
stephen,X,lucky,A,0.047799643
stephen,X,rainbow,A,0.10910747
stephen,X,diploma,A,-0.016169395
stephen,X,gift,A,-0.014375768
stephen,X,honor,A,-0.037532557
stephen,X,miracle,A,0.0725739
stephen,X,sunrise,A,0.04910455
stephen,X,family,A,-0.07051431
stephen,X,happy,A,0.070576504
stephen,X,laughter,A,0.054999452
stephen,X,paradise,A,0.11294255
stephen,X,vacation,A,-0.036919788
stephen,X,abuse,B,0.06909146
stephen,X,crash,B,0.02413896
stephen,X,filth,B,0.15838559
stephen,X,murder,B,0.021225622
stephen,X,sickness,B,0.07542112
stephen,X,accident,B,0.017192429
stephen,X,death,B,0.03050531
stephen,X,grief,B,0.0042462954
stephen,X,poison,B,0.059650492
stephen,X,stink,B,0.16845581
stephen,X,assault,B,0.027169393
stephen,X,disaster,B,0.034098845
stephen,X,hatred,B,0.099899255
stephen,X,pollute,B,0.12139587
stephen,X,tragedy,B,-0.021218514
stephen,X,divorce,B,0.046746
stephen,X,jail,B,0.0055430224
stephen,X,poverty,B,0.073884524
stephen,X,ugly,B,0.098970935
stephen,X,cancer,B,-0.01874066
stephen,X,kill,B,0.07619792
stephen,X,rotten,B,0.13990083
stephen,X,vomit,B,0.14191237
stephen,X,agony,B,0.053337134
stephen,X,prison,B,-0.004817778
brad,X,caress,A,0.22330701
brad,X,freedom,A,0.06847323
brad,X,health,A,0.060798313
brad,X,love,A,0.2496382
brad,X,peace,A,0.11752257
brad,X,cheer,A,0.010470889
brad,X,friend,A,0.14489163
brad,X,heaven,A,0.21626748
brad,X,loyal,A,0.0024446729
brad,X,pleasure,A,0.106389135
brad,X,diamond,A,0.21951033
brad,X,gentle,A,0.054455057
brad,X,honest,A,0.14474888
brad,X,lucky,A,0.15966493
brad,X,rainbow,A,0.1772219
brad,X,diploma,A,-0.0073516956
brad,X,gift,A,0.10237224
brad,X,honor,A,0.012589128
brad,X,miracle,A,0.12629497
brad,X,sunrise,A,0.13791408
brad,X,family,A,0.0553565
brad,X,happy,A,0.19701314
brad,X,laughter,A,0.075430006
brad,X,paradise,A,0.09892976
brad,X,vacation,A,0.024028236
brad,X,abuse,B,0.06055277
brad,X,crash,B,0.06539848
brad,X,filth,B,0.08257554
brad,X,murder,B,0.03628558
brad,X,sickness,B,0.10582879
brad,X,accident,B,0.06897668
brad,X,death,B,0.051829215
brad,X,grief,B,0.09627144
brad,X,poison,B,0.00050933595
brad,X,stink,B,0.21145105
brad,X,assault,B,0.033914223
brad,X,disaster,B,0.10953365
brad,X,hatred,B,0.0768253
brad,X,pollute,B,0.107090905
brad,X,tragedy,B,0.045655783
brad,X,divorce,B,0.18707143
brad,X,jail,B,0.06994628
brad,X,poverty,B,0.033706613
brad,X,ugly,B,0.16058585
brad,X,cancer,B,0.035755366
brad,X,kill,B,0.07361102
brad,X,rotten,B,0.13785824
brad,X,vomit,B,0.10558355
brad,X,agony,B,0.10060507
brad,X,prison,B,0.018197645
greg,X,caress,A,0.08925719
greg,X,freedom,A,-0.00012770812
greg,X,health,A,0.0062205903
greg,X,love,A,0.12658486
greg,X,peace,A,0.055846944
greg,X,cheer,A,0.07775089
greg,X,friend,A,0.15153968
greg,X,heaven,A,0.15666333
greg,X,loyal,A,0.018694693
greg,X,pleasure,A,0.04269535
greg,X,diamond,A,0.025139645
greg,X,gentle,A,0.10956474
greg,X,honest,A,0.15654372
greg,X,lucky,A,0.15037487
greg,X,rainbow,A,0.11634185
greg,X,diploma,A,-0.049385738
greg,X,gift,A,-0.007297072
greg,X,honor,A,-0.0076918094
greg,X,miracle,A,0.10484656
greg,X,sunrise,A,0.123960674
greg,X,family,A,-0.004424601
greg,X,happy,A,0.10742863
greg,X,laughter,A,0.07480144
greg,X,paradise,A,0.12457654
